BRISONr;Treatment;Block;Row;Column;Year;Location;Subtrial;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Biomass_bio;Seedyield_bio;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Falling_number;Crude_protein;Sedimentation
BRISONr_110;LN_NF;B1;53;4;2019;RHH;1;288;NA;NA;NA;NA;59.636;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.640525114;20
BRISONr_110;LN_NF;B2;77;1;2019;RHH;1;288;NA;NA;NA;NA;62.89872;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.511073059;19
BRISONr_110;LN_WF;B1;35;3;2019;RHH;1;288;NA;NA;NA;NA;64.224;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.629394977;18
BRISONr_110;LN_WF;B2;106;2;2019;RHH;1;288;NA;NA;NA;NA;68.991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.825171233;19
BRISONr_110;HN_NF;B1;22;2;2019;RHH;1;288;NA;NA;NA;NA;73.09564;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.42237443;31
BRISONr_110;HN_NF;B2;91;3;2019;RHH;1;288;NA;NA;NA;NA;69.63048;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.09075342;30
BRISONr_110;HN_WF;B1;9;1;2019;RHH;1;288;NA;NA;NA;NA;72.01672;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.19121005;28
BRISONr_110;HN_WF;B2;95;4;2019;RHH;1;288;NA;NA;NA;NA;76.8042;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.43093607;29
BRISONr_114;LN_NF;B1;41;4;2019;RHH;1;288;NA;NA;NA;NA;54.86662;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.00631458;14
BRISONr_114;LN_NF;B2;83;1;2019;RHH;1;288;NA;NA;NA;NA;58.80916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.938289323;12
BRISONr_114;LN_WF;B1;32;3;2019;RHH;1;288;NA;NA;NA;NA;62.511;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.702238806;12
BRISONr_114;LN_WF;B2;70;2;2019;RHH;1;288;NA;NA;NA;NA;60.0316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.9563145810000009;16
BRISONr_114;HN_NF;B1;3;2;2019;RHH;1;288;NA;NA;NA;NA;71.83159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.5326062;22
BRISONr_114;HN_NF;B2;100;3;2019;RHH;1;288;NA;NA;NA;NA;70.03953;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.43059701;22
BRISONr_114;HN_WF;B1;53;1;2019;RHH;1;288;NA;NA;NA;NA;75.67974;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.81750861;18
BRISONr_114;HN_WF;B2;97;4;2019;RHH;1;288;NA;NA;NA;NA;79.68024;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.86394948;20
BRISONr_118;LN_NF;B1;33;4;2019;RHH;1;288;NA;NA;NA;NA;55.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.9644;19
BRISONr_118;LN_NF;B2;87;1;2019;RHH;1;288;NA;NA;NA;NA;60.18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.482228571;17
BRISONr_118;LN_WF;B1;36;3;2019;RHH;1;288;NA;NA;NA;NA;67.9059;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.460914286;15
BRISONr_118;LN_WF;B2;63;2;2019;RHH;1;288;NA;NA;NA;NA;66.62875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.1472;17
BRISONr_118;HN_NF;B1;49;2;2019;RHH;1;288;NA;NA;NA;NA;72.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.64582857;28
BRISONr_118;HN_NF;B2;81;3;2019;RHH;1;288;NA;NA;NA;NA;74.51577;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.96514286;30
BRISONr_118;HN_WF;B1;33;1;2019;RHH;1;288;NA;NA;NA;NA;78.03045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.88365714;26
BRISONr_118;HN_WF;B2;73;4;2019;RHH;1;288;NA;NA;NA;NA;78.5225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.20514286;32
BRISONr_121;LN_NF;B1;38;4;2019;RHH;1;288;NA;NA;NA;NA;60.34988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.580865604;22
BRISONr_121;LN_NF;B2;67;1;2019;RHH;1;288;NA;NA;NA;NA;61.84481;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.113781321;23
BRISONr_121;LN_WF;B1;1;3;2019;RHH;1;288;NA;NA;NA;NA;70.98639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.925626424;15
BRISONr_121;LN_WF;B2;108;2;2019;RHH;1;288;NA;NA;NA;NA;72.24864;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.02961276;33
BRISONr_121;HN_NF;B1;8;2;2019;RHH;1;288;NA;NA;NA;NA;78.18975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.48348519;30
BRISONr_121;HN_NF;B2;94;3;2019;RHH;1;288;NA;NA;NA;NA;79.61596;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.24356492;30
BRISONr_121;HN_WF;B1;38;1;2019;RHH;1;288;NA;NA;NA;NA;86.96457;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.50854214;37
BRISONr_121;HN_WF;B2;67;4;2019;RHH;1;288;NA;NA;NA;NA;81.96425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.278189066;21
BRISONr_124;LN_NF;B1;45;4;2019;RHH;1;288;NA;NA;NA;NA;61.32672;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.1;17
BRISONr_124;LN_NF;B2;95;1;2019;RHH;1;288;NA;NA;NA;NA;64.83385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.061542857;13
BRISONr_124;LN_WF;B1;28;3;2019;RHH;1;288;NA;NA;NA;NA;70.224;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.439028571;15
BRISONr_124;LN_WF;B2;69;2;2019;RHH;1;288;NA;NA;NA;NA;64.2546;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.244057143;17
BRISONr_124;HN_NF;B1;44;2;2019;RHH;1;288;NA;NA;NA;NA;74.94144;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.96177143;24
BRISONr_124;HN_NF;B2;104;3;2019;RHH;1;288;NA;NA;NA;NA;76.74386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.21862857;26
BRISONr_124;HN_WF;B1;40;1;2019;RHH;1;288;NA;NA;NA;NA;83.92575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.28148571;25
BRISONr_124;HN_WF;B2;107;4;2019;RHH;1;288;NA;NA;NA;NA;80.55246;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.27057143;28
BRISONr_126;LN_NF;B1;18;4;2019;RHH;1;288;NA;NA;NA;NA;59.61434;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.961586758;12
BRISONr_126;LN_NF;B2;56;1;2019;RHH;1;288;NA;NA;NA;NA;61.90224;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.167294521;15
BRISONr_126;LN_WF;B1;19;3;2019;RHH;1;288;NA;NA;NA;NA;70.224;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.923230594;14
BRISONr_126;LN_WF;B2;82;2;2019;RHH;1;288;NA;NA;NA;NA;65.94896;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.391381279;15
BRISONr_126;HN_NF;B1;46;2;2019;RHH;1;288;NA;NA;NA;NA;78.02391;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.80593607;24
BRISONr_126;HN_NF;B2;102;3;2019;RHH;1;288;NA;NA;NA;NA;80.54039;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.54052511;25
BRISONr_126;HN_WF;B1;1;1;2019;RHH;1;288;NA;NA;NA;NA;93.75729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.41952055;23
BRISONr_126;HN_WF;B2;101;4;2019;RHH;1;288;NA;NA;NA;NA;89.75391;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.43664384;24
BRISONr_131;LN_NF;B1;46;4;2019;RHH;1;288;NA;NA;NA;NA;56.0483;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.79896789;12
BRISONr_131;LN_NF;B2;105;1;2019;RHH;1;288;NA;NA;NA;NA;60.02644;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.507740826;12
BRISONr_131;LN_WF;B1;34;3;2019;RHH;1;288;NA;NA;NA;NA;64.4578;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.67918578;13
BRISONr_131;LN_WF;B2;102;2;2019;RHH;1;288;NA;NA;NA;NA;68.83443;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.081766055;14
BRISONr_131;HN_NF;B1;34;2;2019;RHH;1;288;NA;NA;NA;NA;66.1345;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.98566514;28
BRISONr_131;HN_NF;B2;88;3;2019;RHH;1;288;NA;NA;NA;NA;70.40502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.56588303;26
BRISONr_131;HN_WF;B1;5;1;2019;RHH;1;288;NA;NA;NA;NA;75.9888;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.75630734;24
BRISONr_131;HN_WF;B2;71;4;2019;RHH;1;288;NA;NA;NA;NA;78.1608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.44438073;31
BRISONr_134;LN_NF;B1;40;4;2019;RHH;1;288;NA;NA;NA;NA;55.40625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.561972634;30
BRISONr_134;LN_NF;B2;102;1;2019;RHH;1;288;NA;NA;NA;NA;55.45625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.325826682;26
BRISONr_134;LN_WF;B1;25;3;2019;RHH;1;288;NA;NA;NA;NA;63.46239;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.17257697;32
BRISONr_134;LN_WF;B2;89;2;2019;RHH;1;288;NA;NA;NA;NA;69.16536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.617673888;9
BRISONr_134;HN_NF;B1;20;2;2019;RHH;1;288;NA;NA;NA;NA;72.16911;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.66305587;46
BRISONr_134;HN_NF;B2;97;3;2019;RHH;1;288;NA;NA;NA;NA;75.88404;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.70809578;43
BRISONr_134;HN_WF;B1;3;1;2019;RHH;1;288;NA;NA;NA;NA;82.6605;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.13797035;40
BRISONr_134;HN_WF;B2;88;4;2019;RHH;1;288;NA;NA;NA;NA;78.56625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.10775371;45
BRISONr_135;LN_NF;B1;4;4;2019;RHH;1;288;NA;NA;NA;NA;54.4561;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.65656393;31
BRISONr_135;LN_NF;B2;80;1;2019;RHH;1;288;NA;NA;NA;NA;59.40524;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.574143836;26
BRISONr_135;LN_WF;B1;44;3;2019;RHH;1;288;NA;NA;NA;NA;63.98031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.775456621;28
BRISONr_135;LN_WF;B2;58;2;2019;RHH;1;288;NA;NA;NA;NA;61.02912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.751141553;28
BRISONr_135;HN_NF;B1;11;2;2019;RHH;1;288;NA;NA;NA;NA;70.81711;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.54794521;44
BRISONr_135;HN_NF;B2;68;3;2019;RHH;1;288;NA;NA;NA;NA;68.33745;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.21689498;47
BRISONr_135;HN_WF;B1;42;1;2019;RHH;1;288;NA;NA;NA;NA;73.85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.35159817;43
BRISONr_135;HN_WF;B2;76;4;2019;RHH;1;288;NA;NA;NA;NA;75.26415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13.02054795;53
BRISONr_138;LN_NF;B1;6;4;2019;RHH;1;288;NA;NA;NA;NA;60.10147;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.08834286;28
BRISONr_138;LN_NF;B2;74;1;2019;RHH;1;288;NA;NA;NA;NA;65.85552;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.4576;25
BRISONr_138;LN_WF;B1;33;3;2019;RHH;1;288;NA;NA;NA;NA;63.376;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.978228571;22
BRISONr_138;LN_WF;B2;75;2;2019;RHH;1;288;NA;NA;NA;NA;67.22917;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.23897143;30
BRISONr_138;HN_NF;B1;37;2;2019;RHH;1;288;NA;NA;NA;NA;75.69375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.76114286;42
BRISONr_138;HN_NF;B2;105;3;2019;RHH;1;288;NA;NA;NA;NA;77.12955;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.24982857;41
BRISONr_138;HN_WF;B1;36;1;2019;RHH;1;288;NA;NA;NA;NA;82.09558;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.13142857;38
BRISONr_138;HN_WF;B2;104;4;2019;RHH;1;288;NA;NA;NA;NA;84.13724;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.95828571;44
BRISONr_143;LN_NF;B1;12;4;2019;RHH;1;288;NA;NA;NA;NA;63.28542;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.139657143;22
BRISONr_143;LN_NF;B2;97;1;2019;RHH;1;288;NA;NA;NA;NA;68.6712;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.364171429;17
BRISONr_143;LN_WF;B1;50;3;2019;RHH;1;288;NA;NA;NA;NA;79.10044;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.878914286;19
BRISONr_143;LN_WF;B2;104;2;2019;RHH;1;288;NA;NA;NA;NA;79.26483;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.507142857;20
BRISONr_143;HN_NF;B1;40;2;2019;RHH;1;288;NA;NA;NA;NA;89.35936;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.00994286;36
BRISONr_143;HN_NF;B2;72;3;2019;RHH;1;288;NA;NA;NA;NA;84.40212;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.91028571;38
BRISONr_143;HN_WF;B1;8;1;2019;RHH;1;288;NA;NA;NA;NA;93.3648;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.756;38
BRISONr_143;HN_WF;B2;103;4;2019;RHH;1;288;NA;NA;NA;NA;92.1004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.54114286;37
BRISONr_145;LN_NF;B1;14;4;2019;RHH;1;288;NA;NA;NA;NA;54.55247;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.655568312;23
BRISONr_145;LN_NF;B2;61;1;2019;RHH;1;288;NA;NA;NA;NA;59.6025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.948564868;21
BRISONr_145;LN_WF;B1;3;3;2019;RHH;1;288;NA;NA;NA;NA;65.52975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.379793341;24
BRISONr_145;LN_WF;B2;60;2;2019;RHH;1;288;NA;NA;NA;NA;66.66114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.05838117;26
BRISONr_145;HN_NF;B1;31;2;2019;RHH;1;288;NA;NA;NA;NA;71.83159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.94029851;38
BRISONr_145;HN_NF;B2;103;3;2019;RHH;1;288;NA;NA;NA;NA;68.68708;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.84959816;36
BRISONr_145;HN_WF;B1;14;1;2019;RHH;1;288;NA;NA;NA;NA;83.97836;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.51894374;38
BRISONr_145;HN_WF;B2;74;4;2019;RHH;1;288;NA;NA;NA;NA;78.08112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.79161883;39
BRISONr_150;LN_NF;B1;1;4;2019;RHH;1;288;NA;NA;NA;NA;50.47147;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.974167623;20
BRISONr_150;LN_NF;B2;86;1;2019;RHH;1;288;NA;NA;NA;NA;55.08481;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.286337543;15
BRISONr_150;LN_WF;B1;27;3;2019;RHH;1;288;NA;NA;NA;NA;59.04975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.352123995;20
BRISONr_150;LN_WF;B2;84;2;2019;RHH;1;288;NA;NA;NA;NA;58.00192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.747818599;16
BRISONr_150;HN_NF;B1;21;2;2019;RHH;1;288;NA;NA;NA;NA;66.13056;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.49540758;33
BRISONr_150;HN_NF;B2;64;3;2019;RHH;1;288;NA;NA;NA;NA;70.82142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.12801378;34
BRISONr_150;HN_WF;B1;4;1;2019;RHH;1;288;NA;NA;NA;NA;77.44871;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.61940299;33
BRISONr_150;HN_WF;B2;68;4;2019;RHH;1;288;NA;NA;NA;NA;71.59224;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.48564868;28
BRISONr_153;LN_NF;B1;17;4;2019;RHH;1;288;NA;NA;NA;NA;60.93752;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.478497706;24
BRISONr_153;LN_NF;B2;65;1;2019;RHH;1;288;NA;NA;NA;NA;63.9654;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.023738532;22
BRISONr_153;LN_WF;B1;29;3;2019;RHH;1;288;NA;NA;NA;NA;69.27075;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.927694954;20
BRISONr_153;LN_WF;B2;92;2;2019;RHH;1;288;NA;NA;NA;NA;73.24968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.244667431;21
BRISONr_153;HN_NF;B1;52;2;2019;RHH;1;288;NA;NA;NA;NA;83.20944;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.01995413;35
BRISONr_153;HN_NF;B2;76;3;2019;RHH;1;288;NA;NA;NA;NA;81.68418;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.02637615;40
BRISONr_153;HN_WF;B1;48;1;2019;RHH;1;288;NA;NA;NA;NA;85.19554;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.65332569;28
BRISONr_153;HN_WF;B2;62;4;2019;RHH;1;288;NA;NA;NA;NA;80.28702;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.71788991;38
BRISONr_158;LN_NF;B1;20;4;2019;RHH;1;288;NA;NA;NA;NA;54.74244;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.692577675;18
BRISONr_158;LN_NF;B2;103;1;2019;RHH;1;288;NA;NA;NA;NA;58.04288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.827790564;13
BRISONr_158;LN_WF;B1;39;3;2019;RHH;1;288;NA;NA;NA;NA;62.07775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.741426928;13
BRISONr_158;LN_WF;B2;62;2;2019;RHH;1;288;NA;NA;NA;NA;60.27516;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.81835443;19
BRISONr_158;HN_NF;B1;16;2;2019;RHH;1;288;NA;NA;NA;NA;74.27136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.71403913;22
BRISONr_158;HN_NF;B2;71;3;2019;RHH;1;288;NA;NA;NA;NA;74.9892;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.41714614;28
BRISONr_158;HN_WF;B1;43;1;2019;RHH;1;288;NA;NA;NA;NA;79.79092;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.90391254;29
BRISONr_158;HN_WF;B2;72;4;2019;RHH;1;288;NA;NA;NA;NA;74.122559999999993;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.70713464;29
BRISONr_160;LN_NF;B1;29;4;2019;RHH;1;288;NA;NA;NA;NA;52.21485;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.960607798;18
BRISONr_160;LN_NF;B2;99;1;2019;RHH;1;288;NA;NA;NA;NA;53.7603;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.659288991;14
BRISONr_160;LN_WF;B1;40;3;2019;RHH;1;288;NA;NA;NA;NA;64.92796;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.978899083;16
BRISONr_160;LN_WF;B2;64;2;2019;RHH;1;288;NA;NA;NA;NA;63.06555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.535091743;18
BRISONr_160;HN_NF;B1;27;2;2019;RHH;1;288;NA;NA;NA;NA;71.83159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.52178899;30
BRISONr_160;HN_NF;B2;96;3;2019;RHH;1;288;NA;NA;NA;NA;71.86047;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.54329128;29
BRISONr_160;HN_WF;B1;24;1;2019;RHH;1;288;NA;NA;NA;NA;80.80745;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13.02522936;33
BRISONr_160;HN_WF;B2;100;4;2019;RHH;1;288;NA;NA;NA;NA;80.61247;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.27637615;32
BRISONr_162;LN_NF;B1;30;4;2019;RHH;1;288;NA;NA;NA;NA;54.43174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.849655568;15
BRISONr_162;LN_NF;B2;79;1;2019;RHH;1;288;NA;NA;NA;NA;61.20387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.067738232;16
BRISONr_162;LN_WF;B1;13;3;2019;RHH;1;288;NA;NA;NA;NA;66.38775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.309184845;18
BRISONr_162;LN_WF;B2;91;2;2019;RHH;1;288;NA;NA;NA;NA;69.33994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.840929966;13
BRISONr_162;HN_NF;B1;9;2;2019;RHH;1;288;NA;NA;NA;NA;71.40924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.38289323;28
BRISONr_162;HN_NF;B2;108;3;2019;RHH;1;288;NA;NA;NA;NA;67.77111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.7543054;33
BRISONr_162;HN_WF;B1;52;1;2019;RHH;1;288;NA;NA;NA;NA;81.72147;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.560907;22
BRISONr_162;HN_WF;B2;56;4;2019;RHH;1;288;NA;NA;NA;NA;82.40281;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.74913892;30
BRISONr_164;LN_NF;B1;36;4;2019;RHH;1;288;NA;NA;NA;NA;57.1599;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.342799539;15
BRISONr_164;LN_NF;B2;58;1;2019;RHH;1;288;NA;NA;NA;NA;61.47603;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.251036866;15
BRISONr_164;LN_WF;B1;38;3;2019;RHH;1;288;NA;NA;NA;NA;63.63511;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.129435484;12
BRISONr_164;LN_WF;B2;73;2;2019;RHH;1;288;NA;NA;NA;NA;65.81424;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.52701613;18
BRISONr_164;HN_NF;B1;7;2;2019;RHH;1;288;NA;NA;NA;NA;71.24016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.53398618;29
BRISONr_164;HN_NF;B2;82;3;2019;RHH;1;288;NA;NA;NA;NA;67.4175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.4343318;25
BRISONr_164;HN_WF;B1;37;1;2019;RHH;1;288;NA;NA;NA;NA;75.01408;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.23341014;22
BRISONr_164;HN_WF;B2;77;4;2019;RHH;1;288;NA;NA;NA;NA;77.58783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.88997696;28
BRISONr_166;LN_NF;B1;51;4;2019;RHH;1;288;NA;NA;NA;NA;58.6992;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.914804147;11
BRISONr_166;LN_NF;B2;100;1;2019;RHH;1;288;NA;NA;NA;NA;59.80402;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.199654378;9
BRISONr_166;LN_WF;B1;41;3;2019;RHH;1;288;NA;NA;NA;NA;67.07271;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.475;9
BRISONr_166;LN_WF;B2;78;2;2019;RHH;1;288;NA;NA;NA;NA;67.40938;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.979896313;10
BRISONr_166;HN_NF;B1;48;2;2019;RHH;1;288;NA;NA;NA;NA;81.40764;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.84982719;16
BRISONr_166;HN_NF;B2;57;3;2019;RHH;1;288;NA;NA;NA;NA;85.13352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.50662442;15
BRISONr_166;HN_WF;B1;10;1;2019;RHH;1;288;NA;NA;NA;NA;92.07495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.98052995;17
BRISONr_166;HN_WF;B2;90;4;2019;RHH;1;288;NA;NA;NA;NA;88.81332;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.74452765;16
BRISONr_169;LN_NF;B1;52;4;2019;RHH;1;288;NA;NA;NA;NA;58.05352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.099308756;13
