Row;Column;BRISONr;Year;Location;Subtrial;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Sedimentation;Crude_protein;Falling_number
11;20;BRISONr_158;2015;KAL;1;LN_NF;B1;301;317;151;191;114.33;57.82;389.6;1052.16;NA;NA;392;3;NA;NA;NA;NA;NA;7.3;10.8;404
9;6;BRISONr_159;2015;KAL;1;LN_NF;B1;300;318;151;192;95;55.52;400.8;866.24;NA;NA;328;5;NA;NA;NA;NA;NA;13.5;11.1;327
9;14;BRISONr_160;2015;KAL;1;LN_NF;B1;300;317;156;197;98;52.24;414.4;NA;NA;NA;192;6;NA;NA;NA;NA;NA;14.1;11.8;379
10;12;BRISONr_161;2015;KAL;1;LN_NF;B1;300;318;149;190;103.33;58.55;487.2;1132.88;NA;NA;272;5;NA;NA;NA;NA;NA;16;11.7;377
11;19;BRISONr_162;2015;KAL;1;LN_NF;B1;301;319;150;194;112.67;61.82;571.2;1251.04;NA;NA;328;3;NA;NA;NA;NA;NA;9.4;11;282
10;8;BRISONr_163;2015;KAL;1;LN_NF;B1;300;318;150;193;96.67;48.48;269.6;648.08;NA;NA;288;4;NA;NA;NA;NA;NA;13;12.1;374
9;9;BRISONr_164;2015;KAL;1;LN_NF;B1;300;318;150;192;105;52.85;593.6;1222.08;NA;NA;304;6;NA;NA;NA;NA;NA;9.8;10.8;399
11;11;BRISONr_165;2015;KAL;1;LN_NF;B1;300;318;150;194;101.33;50.79;440.8;930.88;NA;NA;224;5;NA;NA;NA;NA;NA;16.9;12.1;424
10;7;BRISONr_166;2015;KAL;1;LN_NF;B1;300;318;150;191;113.33;59.15;477.6;1191.92;NA;NA;480;3;NA;NA;NA;NA;NA;15.7;11.6;350
9;18;BRISONr_167;2015;KAL;1;LN_NF;B1;301;319;150;191;123.33;52.97;378.4;1029.36;NA;NA;256;3;NA;NA;NA;NA;NA;13.8;11.1;377
11;9;BRISONr_168;2015;KAL;1;LN_NF;B1;300;316;143;190;120.33;49.94;520.8;1257.52;NA;NA;256;4;NA;NA;NA;NA;NA;10.9;10.8;417
11;18;BRISONr_169;2015;KAL;1;LN_NF;B1;301;318;150;193;110.33;59.03;564;1161.84;NA;NA;376;3;NA;NA;NA;NA;NA;16.9;11.8;353
11;5;BRISONr_170;2015;KAL;1;LN_NF;B1;300;318;143;192;107.67;36.61;310.4;701.6;NA;NA;424;5;NA;NA;NA;NA;NA;12.7;11.7;359
10;5;BRISONr_171;2015;KAL;1;LN_NF;B1;300;318;145;191;114.67;64;596;1383.68;NA;NA;392;3;NA;NA;NA;NA;NA;25;11.7;387
9;5;BRISONr_172;2015;KAL;1;LN_NF;B1;300;317;144;190;102;35.76;264;549.44;NA;NA;208;2;NA;NA;NA;NA;NA;12.4;11.1;416
8;5;BRISONr_173;2015;KAL;1;LN_NF;B1;300;316;144;190;102;33.58;288.8;660.48;NA;NA;280;5;NA;NA;NA;NA;NA;10.8;10.8;262
7;5;BRISONr_174;2015;KAL;1;LN_NF;B1;300;316;146;193;118.17;39.03;372;912.72;NA;NA;288;3;NA;NA;NA;NA;NA;5.3;10.8;389
5;5;BRISONr_175;2015;KAL;1;LN_NF;B1;300;317;145;194;114.67;30.91;256.8;748;NA;NA;288;7;NA;NA;NA;NA;NA;10.6;11;364
6;5;BRISONr_176;2015;KAL;1;LN_NF;B1;300;316;147;192;119.33;43.39;289.6;716.64;NA;NA;272;3;NA;NA;NA;NA;NA;8.5;10.9;479
11;3;BRISONr_177;2015;KAL;1;LN_NF;B1;300;317;147;190;74.33;64.24;742.4;1350.96;NA;NA;352;4;NA;NA;NA;NA;NA;8.4;10.9;423
11;2;BRISONr_178;2015;KAL;1;LN_NF;B1;300;319;147;190;70;64.97;482.4;902.72;NA;NA;256;2;NA;NA;NA;NA;NA;10.1;11;446
6;1;BRISONr_179;2015;KAL;1;LN_NF;B1;300;317;145;191;70.67;58.3;564.8;972.88;NA;NA;208;4;NA;NA;NA;NA;NA;12.4;10.3;419
3;1;BRISONr_180;2015;KAL;1;LN_NF;B1;300;317;145;190;84.33;56.97;601.6;1046.88;NA;NA;264;4;NA;NA;NA;NA;NA;10;10.2;463
1;4;BRISONr_181;2015;KAL;1;LN_NF;B1;300;317;146;193;86.33;56.73;403.2;756.72;NA;NA;384;7;NA;NA;NA;NA;NA;31.4;12.5;385
3;4;BRISONr_182;2015;KAL;1;LN_NF;B1;300;318;143;191;76.83;61.94;433.6;708.24;NA;NA;304;4;NA;NA;NA;NA;NA;9;11.2;434
4;4;BRISONr_183;2015;KAL;1;LN_NF;B1;300;318;147;190;72.33;63.76;401.6;716.96;NA;NA;256;3;NA;NA;NA;NA;NA;15.1;11.7;444
1;3;BRISONr_184;2015;KAL;1;LN_NF;B1;300;316;144;190;83;46.3;376.8;710.56;NA;NA;280;7;NA;NA;NA;NA;NA;18.1;12;84
3;2;BRISONr_185;2015;KAL;1;LN_NF;B1;300;317;144;190;71;59.88;583.2;1063.44;NA;NA;304;6;NA;NA;NA;NA;NA;15;12;261
6;4;BRISONr_186;2015;KAL;1;LN_NF;B1;300;319;146;191;79.67;69.21;452.8;776;NA;NA;264;2;NA;NA;NA;NA;NA;6.6;11.1;373
5;4;BRISONr_187;2015;KAL;1;LN_NF;B1;300;318;143;191;82;46.55;403.2;813.68;NA;NA;304;4;NA;NA;NA;NA;NA;17.3;11.1;377
10;1;BRISONr_188;2015;KAL;1;LN_NF;B1;300;317;146;191;80;55.76;480;1012.4;NA;NA;256;3;NA;NA;NA;NA;NA;18.5;12.2;432
11;1;BRISONr_189;2015;KAL;1;LN_NF;B1;300;316;145;190;83.33;57.21;535.2;1105.2;NA;NA;376;3;NA;NA;NA;NA;NA;11.8;11.4;390
10;2;BRISONr_190;2015;KAL;1;LN_NF;B1;300;317;143;191;84;44.12;372.8;744.56;NA;NA;312;3;NA;NA;NA;NA;NA;15.1;11.5;412
4;3;BRISONr_191;2015;KAL;1;LN_NF;B1;300;317;145;190;73.67;69.45;600;968.8;NA;NA;272;2;NA;NA;NA;NA;NA;8.9;11.4;416
2;2;BRISONr_192;2015;KAL;1;LN_NF;B1;300;316;147;190;82;47.76;284;670.64;NA;NA;400;5;NA;NA;NA;NA;NA;9.2;10.9;455
2;3;BRISONr_193;2015;KAL;1;LN_NF;B1;300;318;147;190;81;52.12;387.2;783.92;NA;NA;304;3;NA;NA;NA;NA;NA;15.8;11.4;436
4;2;BRISONr_194;2015;KAL;1;LN_NF;B1;300;318;142;190;77;24.24;180.8;396.08;NA;NA;264;2;NA;NA;NA;NA;NA;13.2;10.7;439
1;1;BRISONr_195;2015;KAL;1;LN_NF;B1;300;316;145;192;69;43.76;388;814.48;NA;NA;240;6;NA;NA;NA;NA;NA;14.8;11.1;481
10;3;BRISONr_196;2015;KAL;1;LN_NF;B1;300;316;142;190;78.67;32.61;376;705.12;NA;NA;272;4;NA;NA;NA;NA;NA;20.9;12.8;62
3;3;BRISONr_197;2015;KAL;1;LN_NF;B1;300;316;143;190;81;47.03;472.8;929.52;NA;NA;304;4;NA;NA;NA;NA;NA;11.9;10.7;326
2;4;BRISONr_198;2015;KAL;1;LN_NF;B1;300;316;146;190;86.33;46.18;418.4;898.48;NA;NA;232;4;NA;NA;NA;NA;NA;9;11.3;359
5;3;BRISONr_199;2015;KAL;1;LN_NF;B1;300;319;145;191;81;48.61;366.4;801.76;NA;NA;208;2;NA;NA;NA;NA;NA;18.7;11.1;358
8;4;BRISONr_200;2015;KAL;1;LN_NF;B1;300;319;147;192;78.67;60.24;576.8;1040.96;NA;NA;248;4;NA;NA;NA;NA;NA;23.3;12.2;428
7;2;BRISONr_201;2015;KAL;1;LN_NF;B1;300;318;148;194;83;47.52;381.6;732.4;NA;NA;192;4;NA;NA;NA;NA;NA;19.3;12.2;378
6;3;BRISONr_202;2015;KAL;1;LN_NF;B1;300;318;148;194;79.67;56.24;476.8;917.68;NA;NA;248;2;NA;NA;NA;NA;NA;13.1;10.7;332
5;1;BRISONr_203;2015;KAL;1;LN_NF;B1;300;316;146;190;91;47.39;385.6;776.8;NA;NA;224;2;NA;NA;NA;NA;NA;13;11.4;393
9;1;BRISONr_204;2015;KAL;1;LN_NF;B1;300;318;146;191;84.33;66.3;508.8;918.88;NA;NA;312;5;NA;NA;NA;NA;NA;16.6;11.6;381
7;1;BRISONr_205;2015;KAL;1;LN_NF;B1;300;317;146;192;89.33;44.24;408.8;915.12;NA;NA;264;4;NA;NA;NA;NA;NA;20;12.3;274
4;1;BRISONr_206;2015;KAL;1;LN_NF;B1;300;317;142;190;93.67;27.52;253.6;491.28;NA;NA;112;5;NA;NA;NA;NA;NA;14.2;11.5;494
2;1;BRISONr_207;2015;KAL;1;LN_NF;B1;300;317;149;191;88.67;45.21;306.4;706.64;NA;NA;200;2;NA;NA;NA;NA;NA;14.8;11.9;487
6;2;BRISONr_208;2015;KAL;1;LN_NF;B1;300;317;147;191;81.33;58.79;552;1061.6;NA;NA;256;4;NA;NA;NA;NA;NA;14;11.2;489
7;3;BRISONr_209;2015;KAL;1;LN_NF;B1;300;318;144;192;89;48.61;255.2;576.24;NA;NA;216;2;NA;NA;NA;NA;NA;30.6;12.2;470
9;2;BRISONr_210;2015;KAL;1;LN_NF;B1;300;317;142;190;89.67;29.58;208;506.48;NA;NA;208;7;NA;NA;NA;NA;NA;31.5;12.1;127
9;3;BRISONr_211;2015;KAL;1;LN_NF;B1;300;318;142;191;105.33;51.27;306.4;626.08;NA;NA;320;6;NA;NA;NA;NA;NA;8.1;10.8;266
8;3;BRISONr_212;2015;KAL;1;LN_NF;B1;300;316;147;191;99;42.67;314.4;622.4;NA;NA;184;5;NA;NA;NA;NA;NA;14.3;11.5;410
7;4;BRISONr_213;2015;KAL;1;LN_NF;B1;300;318;146;192;94;52.85;470.4;891.04;NA;NA;296;2;NA;NA;NA;NA;NA;13.4;11.4;367
8;1;BRISONr_214;2015;KAL;1;LN_NF;B1;300;317;156;194;82.67;64.12;481.6;917.76;NA;NA;224;3;NA;NA;NA;NA;NA;11.8;10.7;407
10;4;BRISONr_215;2015;KAL;1;LN_NF;B1;300;318;147;193;88.67;73.7;647.2;728.48;NA;NA;328;2;NA;NA;NA;NA;NA;9.7;10.8;388
9;4;BRISONr_216;2015;KAL;1;LN_NF;B1;300;318;150;194;91.67;77.94;652;1184.56;NA;NA;424;4;NA;NA;NA;NA;NA;18.3;12.3;354
1;2;BRISONr_217;2015;KAL;1;LN_NF;B1;300;316;146;190;80.33;60.48;504;899.36;NA;NA;312;6;NA;NA;NA;NA;NA;14.7;10.8;379
11;4;BRISONr_218;2015;KAL;1;LN_NF;B1;300;316;145;190;84.67;84.97;766.4;1264.56;NA;NA;368;2;NA;NA;NA;NA;NA;11.2;10.9;382
8;2;BRISONr_219;2015;KAL;1;LN_NF;B1;300;317;151;195;82.67;56.48;373.6;730.4;NA;NA;264;2;NA;NA;NA;NA;NA;13.2;11.2;383
5;2;BRISONr_220;2015;KAL;1;LN_NF;B1;300;320;154;194;69.67;66.06;524;988.08;NA;NA;272;1;NA;NA;NA;NA;NA;16.1;11.7;378
19;13;BRISONr_1;2015;KAL;1;HN_NF;B1;300;321;147;194;75.67;96.97;NA;NA;NA;NA;440;2;NA;NA;NA;NA;NA;8;14.4;442
17;7;BRISONr_2;2015;KAL;1;HN_NF;B1;300;320;151;193;72.33;54.18;NA;NA;NA;NA;408;5;NA;NA;NA;NA;NA;26.4;14.2;228
17;6;BRISONr_3;2015;KAL;1;HN_NF;B1;300;318;155;193;86.33;94.3;860;1462.16;NA;NA;568;2;NA;NA;NA;NA;NA;21.4;12.7;429
18;15;BRISONr_4;2015;KAL;1;HN_NF;B1;300;320;150;194;80.67;108.97;NA;NA;NA;NA;384;3;NA;NA;NA;NA;NA;20.8;14.4;387
18;10;BRISONr_5;2015;KAL;1;HN_NF;B1;300;320;149;193;80.33;107.15;NA;NA;NA;NA;440;1;NA;NA;NA;NA;NA;25.3;15.6;492
16;16;BRISONr_6;2015;KAL;1;HN_NF;B1;300;320;150;196;80.67;109.09;NA;NA;NA;NA;312;2;NA;NA;NA;NA;NA;36.2;15.1;418
12;18;BRISONr_7;2015;KAL;1;HN_NF;B1;300;321;150;199;82.33;101.7;NA;NA;NA;NA;600;1;NA;NA;NA;NA;NA;45.8;15.8;407
16;15;BRISONr_8;2015;KAL;1;HN_NF;B1;300;319;154;196;82.67;110.91;NA;NA;NA;NA;360;1;NA;NA;NA;NA;NA;43.4;14.3;354
13;12;BRISONr_9;2015;KAL;1;HN_NF;B1;300;318;150;196;84.33;93.94;621.6;1161.04;NA;NA;568;2;NA;NA;NA;NA;NA;61.6;16.3;444
12;11;BRISONr_10;2015;KAL;1;HN_NF;B1;300;318;150;194;85.67;107.88;NA;NA;NA;NA;552;2;NA;NA;NA;NA;NA;50.9;16.6;439
15;12;BRISONr_11;2015;KAL;1;HN_NF;B1;300;320;151;198;82.67;100.61;NA;NA;NA;NA;336;1;NA;NA;NA;NA;NA;31.9;14.5;428
15;9;BRISONr_12;2015;KAL;1;HN_NF;B1;300;318;151;198;74.67;83.39;NA;NA;NA;NA;416;3;NA;NA;NA;NA;NA;54;15;442
18;19;BRISONr_13;2015;KAL;1;HN_NF;B1;300;320;151;197;77.67;106.67;NA;NA;NA;NA;480;2;NA;NA;NA;NA;NA;34.4;14.2;273
14;6;BRISONr_14;2015;KAL;1;HN_NF;B1;300;318;148;197;78;100.61;NA;NA;NA;NA;464;3;NA;NA;NA;NA;NA;36.6;15;425
17;17;BRISONr_15;2015;KAL;1;HN_NF;B1;300;320;150;192;81;95.15;NA;NA;NA;NA;528;3;NA;NA;NA;NA;NA;37.1;15.4;475
14;5;BRISONr_16;2015;KAL;1;HN_NF;B1;300;320;150;197;79.67;99.03;NA;NA;NA;NA;464;3;NA;NA;NA;NA;NA;40.1;15.8;391
16;14;BRISONr_17;2015;KAL;1;HN_NF;B1;300;319;150;196;82;106.67;NA;NA;NA;NA;392;3;NA;NA;NA;NA;NA;48.1;15.8;447
19;11;BRISONr_18;2015;KAL;1;HN_NF;B1;300;321;149;194;81;86.67;NA;NA;NA;NA;448;2;NA;NA;NA;NA;NA;50.2;15.6;449
18;6;BRISONr_19;2015;KAL;1;HN_NF;B1;300;319;150;194;83;95.27;NA;NA;NA;NA;440;4;NA;NA;NA;NA;NA;44.2;15.2;433
13;6;BRISONr_20;2015;KAL;1;HN_NF;B1;300;317;156;191;86.33;69.45;NA;NA;NA;NA;512;2;NA;NA;NA;NA;NA;34.8;13.3;432
19;16;BRISONr_21;2015;KAL;1;HN_NF;B1;300;319;151;194;81.33;96.12;NA;NA;NA;NA;480;1;NA;NA;NA;NA;NA;39.1;14.9;468
16;12;BRISONr_22;2015;KAL;1;HN_NF;B1;300;320;151;197;86;98.67;NA;NA;NA;NA;352;3;NA;NA;NA;NA;NA;25.2;13.6;467
17;19;BRISONr_23;2015;KAL;1;HN_NF;B1;300;319;150;193;93.33;111.03;NA;NA;NA;NA;408;1;NA;NA;NA;NA;NA;33.4;14.2;375
19;17;BRISONr_24;2015;KAL;1;HN_NF;B1;300;321;151;194;81;110.79;NA;NA;NA;NA;536;1;NA;NA;NA;NA;NA;33;15.9;389
12;10;BRISONr_25;2015;KAL;1;HN_NF;B1;300;318;150;194;89;98.55;NA;NA;NA;NA;256;3;NA;NA;NA;NA;NA;47.2;17;492
12;6;BRISONr_26;2015;KAL;1;HN_NF;B1;300;319;151;194;91;99.88;NA;NA;NA;NA;368;3;NA;NA;NA;NA;NA;61;16.7;467
13;13;BRISONr_27;2015;KAL;1;HN_NF;B1;300;319;150;191;85.33;81.7;515.2;1196;NA;NA;472;3;NA;NA;NA;NA;NA;56.1;15.1;329
15;17;BRISONr_28;2015;KAL;1;HN_NF;B1;300;320;151;196;73.33;57.33;NA;NA;NA;NA;464;3;NA;NA;NA;NA;NA;37.2;14.1;306
15;6;BRISONr_29;2015;KAL;1;HN_NF;B1;300;318;149;197;84.33;112.48;NA;NA;NA;NA;464;3;NA;NA;NA;NA;NA;31.5;14.7;397
12;8;BRISONr_30;2015;KAL;1;HN_NF;B1;300;318;152;197;79;82.18;NA;NA;NA;NA;352;3;NA;NA;NA;NA;NA;59.9;17.6;428
19;8;BRISONr_31;2015;KAL;1;HN_NF;B1;300;320;151;197;77.33;105.94;NA;NA;NA;NA;472;2;NA;NA;NA;NA;NA;44.2;16.1;442
17;15;BRISONr_32;2015;KAL;1;HN_NF;B1;300;319;150;197;77;103.52;NA;NA;NA;NA;416;1;NA;NA;NA;NA;NA;45.4;15.9;340
19;20;BRISONr_33;2015;KAL;1;HN_NF;B1;300;319;151;197;80.67;118.91;NA;NA;NA;NA;376;2;NA;NA;NA;NA;NA;19.9;12.7;336
13;8;BRISONr_34;2015;KAL;1;HN_NF;B1;300;319;148;194;79.67;67.76;NA;NA;NA;NA;344;2;NA;NA;NA;NA;NA;39.5;15.8;433
19;15;BRISONr_35;2015;KAL;1;HN_NF;B1;300;319;149;193;86.67;105.58;NA;NA;NA;NA;520;1;NA;NA;NA;NA;NA;34.3;14.2;481
15;7;BRISONr_36;2015;KAL;1;HN_NF;B1;300;320;150;191;92;86.91;NA;NA;NA;NA;432;2;NA;NA;NA;NA;NA;55.2;16.8;421
13;19;BRISONr_37;2015;KAL;1;HN_NF;B1;300;318;150;198;84;98.67;NA;NA;NA;NA;376;2;NA;NA;NA;NA;NA;58.6;16.5;431
14;13;BRISONr_38;2015;KAL;1;HN_NF;B1;300;320;150;193;86.67;94.79;NA;NA;NA;NA;504;2;NA;NA;NA;NA;NA;24.1;14;436
15;13;BRISONr_39;2015;KAL;1;HN_NF;B1;300;319;149;190;70.67;91.76;NA;NA;NA;NA;304;4;NA;NA;NA;NA;NA;32.8;14.9;461
12;12;BRISONr_40;2015;KAL;1;HN_NF;B1;300;319;151;197;85;77.7;NA;NA;NA;NA;352;3;NA;NA;NA;NA;NA;45.7;15.5;427
18;11;BRISONr_41;2015;KAL;1;HN_NF;B1;300;319;151;194;78.67;95.76;NA;NA;NA;NA;472;2;NA;NA;NA;NA;NA;11.5;15.4;360
13;15;BRISONr_42;2015;KAL;1;HN_NF;B1;300;318;151;197;80.33;103.15;NA;NA;NA;NA;368;1;NA;NA;NA;NA;NA;44.8;14.4;452
19;10;BRISONr_43;2015;KAL;1;HN_NF;B1;300;319;151;197;80;103.64;NA;NA;NA;NA;456;2;NA;NA;NA;NA;NA;40.9;15.3;311
15;10;BRISONr_44;2015;KAL;1;HN_NF;B1;300;318;148;193;88.33;103.52;848.8;1522.16;NA;NA;384;2;NA;NA;NA;NA;NA;37.9;14.4;425
17;18;BRISONr_45;2015;KAL;1;HN_NF;B1;300;318;150;192;85.67;106.67;NA;NA;NA;NA;488;1;NA;NA;NA;NA;NA;33.4;15.6;426
15;11;BRISONr_46;2015;KAL;1;HN_NF;B1;300;318;151;193;80.67;84.48;NA;NA;NA;NA;632;3;NA;NA;NA;NA;NA;37.6;16.2;450
14;14;BRISONr_47;2015;KAL;1;HN_NF;B1;300;319;150;196;84.67;101.94;NA;NA;NA;NA;392;2;NA;NA;NA;NA;NA;42.7;14.3;420
16;6;BRISONr_48;2015;KAL;1;HN_NF;B1;300;317;148;196;87.67;111.27;NA;NA;NA;NA;496;2;NA;NA;NA;NA;NA;49.8;16.3;374
14;11;BRISONr_49;2015;KAL;1;HN_NF;B1;300;319;151;193;84.33;83.52;880;1695.44;NA;NA;344;1;NA;NA;NA;NA;NA;47.8;14;507
19;9;BRISONr_50;2015;KAL;1;HN_NF;B1;300;319;151;197;92.33;89.7;NA;NA;NA;NA;384;2;NA;NA;NA;NA;NA;56.8;14.9;440
18;20;BRISONr_51;2015;KAL;1;HN_NF;B1;300;319;155;197;87.67;102.3;NA;NA;NA;NA;344;2;NA;NA;NA;NA;NA;50.7;17.4;404
12;14;BRISONr_52;2015;KAL;1;HN_NF;B1;300;318;151;196;87.33;106.18;NA;NA;NA;NA;432;3;NA;NA;NA;NA;NA;39;15.3;412
19;7;BRISONr_53;2015;KAL;1;HN_NF;B1;300;319;149;194;81.67;105.09;NA;NA;NA;NA;448;3;NA;NA;NA;NA;NA;41.1;14;448
12;7;BRISONr_54;2015;KAL;1;HN_NF;B1;300;319;150;196;90.33;120.36;NA;NA;NA;NA;536;1;NA;NA;NA;NA;NA;48.5;14.3;410
18;18;BRISONr_55;2015;KAL;1;HN_NF;B1;300;320;151;196;85.67;98.3;NA;NA;NA;NA;496;3;NA;NA;NA;NA;NA;43.8;15.1;433
18;12;BRISONr_56;2015;KAL;1;HN_NF;B1;300;319;151;194;86.67;96.36;NA;NA;NA;NA;488;2;NA;NA;NA;NA;NA;44.9;16.4;392
15;8;BRISONr_57;2015;KAL;1;HN_NF;B1;300;318;156;198;83.5;89.09;NA;NA;NA;NA;352;0;NA;NA;NA;NA;NA;43;15;479
14;17;BRISONr_58;2015;KAL;1;HN_NF;B1;300;318;150;198;84.33;98.55;NA;NA;NA;NA;392;4;NA;NA;NA;NA;NA;46.3;14.7;408
14;9;BRISONr_59;2015;KAL;1;HN_NF;B1;300;318;151;197;85;100.12;NA;NA;NA;NA;488;2;NA;NA;NA;NA;NA;44.9;15.5;410
16;7;BRISONr_60;2015;KAL;1;HN_NF;B1;300;320;147;194;88;112.85;NA;NA;NA;NA;352;2;NA;NA;NA;NA;NA;56.4;15.2;405
15;15;BRISONr_61;2015;KAL;1;HN_NF;B1;300;319;151;197;88.83;106.06;NA;NA;NA;NA;408;3;NA;NA;NA;NA;NA;21.2;12.9;428
17;10;BRISONr_62;2015;KAL;1;HN_NF;B1;300;319;151;197;87.33;104.73;NA;NA;NA;NA;432;2;NA;NA;NA;NA;NA;28.3;14.8;412
13;17;BRISONr_63;2015;KAL;1;HN_NF;B1;300;318;151;197;91.67;91.27;NA;NA;NA;NA;344;2;NA;NA;NA;NA;NA;29.6;14.3;451
13;14;BRISONr_64;2015;KAL;1;HN_NF;B1;300;319;151;197;84.67;98.79;NA;NA;NA;NA;432;2;NA;NA;NA;NA;NA;37.3;14.1;441
18;7;BRISONr_65;2015;KAL;1;HN_NF;B1;300;318;149;192;86.33;96.12;NA;NA;NA;NA;512;3;NA;NA;NA;NA;NA;19.6;14.6;415
18;14;BRISONr_66;2015;KAL;1;HN_NF;B1;300;319;149;197;81.33;106.3;NA;NA;NA;NA;376;3;NA;NA;NA;NA;NA;34.2;14.9;300
14;20;BRISONr_67;2015;KAL;1;HN_NF;B1;300;319;150;197;94.33;113.45;NA;NA;NA;NA;424;2;NA;NA;NA;NA;NA;26.9;14;376
17;8;BRISONr_68;2015;KAL;1;HN_NF;B1;300;318;149;197;81.67;104.36;NA;NA;NA;NA;408;2;NA;NA;NA;NA;NA;26.5;13.5;412
17;11;BRISONr_69;2015;KAL;1;HN_NF;B1;300;318;151;192;84.67;94.42;NA;NA;NA;NA;368;2;NA;NA;NA;NA;NA;26;14.6;370
12;15;BRISONr_70;2015;KAL;1;HN_NF;B1;300;318;155;196;97.33;98.79;NA;NA;NA;NA;544;2;NA;NA;NA;NA;NA;28.9;14.3;466
13;5;BRISONr_71;2015;KAL;1;HN_NF;B1;300;319;150;194;85;101.33;NA;NA;NA;NA;544;2;NA;NA;NA;NA;NA;19.8;13.8;465
12;13;BRISONr_72;2015;KAL;1;HN_NF;B1;300;319;151;196;92.67;101.58;NA;NA;NA;NA;560;2;NA;NA;NA;NA;NA;45.3;13.8;450
13;18;BRISONr_73;2015;KAL;1;HN_NF;B1;300;319;151;197;81.33;88;NA;NA;NA;NA;360;3;NA;NA;NA;NA;NA;19.2;13.3;422
19;19;BRISONr_74;2015;KAL;1;HN_NF;B1;300;319;151;197;88.83;101.21;NA;NA;NA;NA;448;4;NA;NA;NA;NA;NA;27.3;14;414
16;9;BRISONr_75;2015;KAL;1;HN_NF;B1;300;319;149;193;89.67;95.76;NA;NA;NA;NA;520;2;NA;NA;NA;NA;NA;45.7;13.2;463
14;12;BRISONr_76;2015;KAL;1;HN_NF;B1;300;319;149;192;91;88.85;NA;NA;NA;NA;472;4;NA;NA;NA;NA;NA;28.1;14.4;438
18;17;BRISONr_77;2015;KAL;1;HN_NF;B1;300;320;150;192;91.33;95.52;765.6;1406.24;NA;NA;496;2;NA;NA;NA;NA;NA;20.2;13.2;460
16;8;BRISONr_78;2015;KAL;1;HN_NF;B1;300;319;148;198;88.67;78.06;761.6;1480.08;NA;NA;344;3;NA;NA;NA;NA;NA;35.7;14.5;424
13;20;BRISONr_79;2015;KAL;1;HN_NF;B1;300;318;151;198;89.17;94.55;NA;NA;NA;NA;416;2;NA;NA;NA;NA;NA;24.6;13.3;464
15;18;BRISONr_80;2015;KAL;1;HN_NF;B1;300;318;151;196;90.67;96.24;NA;NA;NA;NA;656;4;NA;NA;NA;NA;NA;21.8;13.6;392
18;16;BRISONr_81;2015;KAL;1;HN_NF;B1;300;320;151;193;85.67;99.64;NA;NA;NA;NA;648;3;NA;NA;NA;NA;NA;25.9;13.2;346
15;19;BRISONr_82;2015;KAL;1;HN_NF;B1;300;319;155;196;85.67;108.12;NA;NA;NA;NA;496;3;NA;NA;NA;NA;NA;30.1;13.6;433
16;20;BRISONr_83;2015;KAL;1;HN_NF;B1;300;317;151;196;93;114.55;NA;NA;NA;NA;448;0;NA;NA;NA;NA;NA;6.6;16.1;363
19;18;BRISONr_84;2015;KAL;1;HN_NF;B1;300;320;148;194;91;92.85;NA;NA;NA;NA;512;4;NA;NA;NA;NA;NA;22.7;13.1;368
14;16;BRISONr_85;2015;KAL;1;HN_NF;B1;300;318;156;198;92.33;111.27;NA;NA;NA;NA;520;0;NA;NA;NA;NA;NA;23.1;15.4;412
16;18;BRISONr_86;2015;KAL;1;HN_NF;B1;300;318;151;197;93.67;88.97;NA;NA;NA;NA;712;3;NA;NA;NA;NA;NA;45.7;14.2;372
17;12;BRISONr_87;2015;KAL;1;HN_NF;B1;300;319;148;193;83.33;84.24;NA;NA;NA;NA;504;3;NA;NA;NA;NA;NA;53.1;15.1;409
19;12;BRISONr_88;2015;KAL;1;HN_NF;B1;300;320;149;194;89.67;106.18;NA;NA;NA;NA;528;1;NA;NA;NA;NA;NA;37.6;14.2;422
17;9;BRISONr_89;2015;KAL;1;HN_NF;B1;300;319;148;192;84;85.58;NA;NA;NA;NA;496;2;NA;NA;NA;NA;NA;48.8;15.9;382
17;13;BRISONr_90;2015;KAL;1;HN_NF;B1;300;319;151;191;82.17;88.61;NA;NA;NA;NA;480;1;NA;NA;NA;NA;NA;39.6;14.6;361
18;9;BRISONr_91;2015;KAL;1;HN_NF;B1;300;321;150;193;91.67;94.3;NA;NA;NA;NA;552;0;NA;NA;NA;NA;NA;40.5;14.1;479
16;10;BRISONr_92;2015;KAL;1;HN_NF;B1;300;320;149;193;90.67;96.48;NA;NA;NA;NA;536;4;NA;NA;NA;NA;NA;25.3;13.4;389
15;14;BRISONr_93;2015;KAL;1;HN_NF;B1;300;318;151;191;89.67;83.64;NA;NA;NA;NA;408;4;NA;NA;NA;NA;NA;38.8;14.8;435
13;16;BRISONr_94;2015;KAL;1;HN_NF;B1;300;319;151;197;88;35.39;NA;NA;NA;NA;440;3;NA;NA;NA;NA;NA;18.7;12.7;294
15;16;BRISONr_95;2015;KAL;1;HN_NF;B1;300;319;151;191;86.33;108.97;868.8;1521.44;NA;NA;568;3;NA;NA;NA;NA;NA;20.2;13.2;442
16;13;BRISONr_96;2015;KAL;1;HN_NF;B1;300;319;150;198;91.67;102.55;NA;NA;NA;NA;424;2;NA;NA;NA;NA;NA;36.8;14.6;441
