BRISONr;Year;Location;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Fusarium;Septoria;Powdery_mildew;Leaf_rust;Stripe_rust;Crude_protein;Sedimentation
BRISONr_38;2019;GGE;HN_WF;B1;295;314;146;NA;90;71.41067638;NA;1;1;1;2;12.76599327;34
BRISONr_110;2019;GGE;HN_WF;B1;295;314;151;NA;100;55.67017953;NA;1;2;1;2;14.49380631;37
BRISONr_31;2019;GGE;HN_WF;B1;295;314;151;NA;85;70.63535672;NA;1;2;1;1;11.9740699;20
BRISONr_104;2019;GGE;HN_WF;B1;295;314;149;NA;100;66.37302706;NA;1;1;1;1;13.21783296;32
BRISONr_188;2019;GGE;HN_WF;B1;295;314;147;NA;95;64.9511449;NA;1;1;1;1;12.53624009;33
BRISONr_96;2019;GGE;HN_WF;B1;295;314;149;NA;95;68.60003279;NA;1;1;1;2;12.40486976;30
BRISONr_145;2019;GGE;HN_WF;B1;295;314;151;NA;95;67.34177413;NA;1;1;3;1;12.93265993;40
BRISONr_207;2019;GGE;HN_WF;B1;295;314;144;NA;100;69.4439234;NA;1;4;1;1;12.11443067;35
BRISONr_126;2019;GGE;HN_WF;B1;295;314;148;NA;100;54.95762701;NA;1;3;1;3;14.143982;28
BRISONr_221;2019;GGE;HN_WF;B1;295;314;149;NA;95;63.1251518;NA;1;1;1;1;13.51679731;37
BRISONr_205;2019;GGE;HN_WF;B1;295;314;142;NA;95;63.71526675;NA;1;1;4;1;13.10998878;30
BRISONr_222;2019;GGE;HN_WF;B1;295;314;150;NA;80;73.62047967;NA;1;1;1;1;12.73761261;40
BRISONr_118;2019;GGE;HN_WF;B1;295;314;149;NA;95;61.78102447;NA;1;1;1;2;13.56221719;33
BRISONr_50;2019;GGE;HN_WF;B1;295;314;150;NA;90;53.39892812;NA;1;1;1;2;13.40878378;37
BRISONr_169;2019;GGE;HN_WF;B1;295;314;147;NA;110;61.94167453;NA;1;1;1;2;13.59637188;30
BRISONr_176;2019;GGE;HN_WF;B1;295;314;145;NA;105;66.39054505;NA;1;3;1;2;12.97688839;41
BRISONr_59;2019;GGE;HN_WF;B1;295;314;150;NA;85;61.60718452;NA;1;2;1;4;13.31306818;32
BRISONr_153;2019;GGE;HN_WF;B1;295;314;150;NA;105;69.12567731;NA;1;1;1;1;13.7264574;41
BRISONr_56;2019;GGE;HN_WF;B1;295;314;149;NA;90;59.20852783;NA;1;1;1;1;14.16910936;43
BRISONr_226;2019;GGE;HN_WF;B1;295;314;145;NA;90;71.87140225;NA;1;1;1;1;12.97300337;25
BRISONr_158;2019;GGE;HN_WF;B1;295;314;151;NA;100;52.13905484;NA;1;1;1;1;15.31433409;35
BRISONr_69;2019;GGE;HN_WF;B1;295;314;149;NA;90;64.09373467;NA;1;1;1;1;13.22253681;21
BRISONr_164;2019;GGE;HN_WF;B1;295;314;149;NA;100;57.92507905;NA;1;2;1;1;14.42615558;38
BRISONr_26;2019;GGE;HN_WF;B1;295;314;146;NA;95;66.07523583;NA;1;1;2;1;13.45090293;30
BRISONr_121;2019;GGE;HN_WF;B1;295;314;147;NA;100;NA;NA;1;1;1;1;13.36907449;35
BRISONr_134;2019;GGE;HN_WF;B1;295;314;145;NA;105;65.89333605;NA;1;2;1;1;13.04786036;45
BRISONr_27;2019;GGE;HN_WF;B1;295;314;148;NA;85;58.09885743;NA;1;1;1;2;13.4738339;21
BRISONr_?;2019;GGE;HN_WF;B1;295;314;147;NA;90;77.86120109;NA;1;1;1;1;NA;NA
BRISONr_225;2019;GGE;HN_WF;B1;295;314;146;NA;90;68.831666;NA;1;1;1;1;12.69977427;38
BRISONr_143;2019;GGE;HN_WF;B1;295;314;147;NA;105;66.83123818;NA;1;2;1;1;13.33145434;35
BRISONr_92;2019;GGE;HN_WF;B1;295;314;147;NA;95;72.38430036;NA;1;3;1;3;13.16647727;20
BRISONr_20;2019;GGE;HN_WF;B1;295;314;150;NA;90;65.21850911;NA;1;1;1;1;13.50899888;37
BRISONr_102;2019;GGE;HN_WF;B1;295;314;145;NA;80;48.18710309;NA;1;2;1;3;13.6523702;39
BRISONr_114;2019;GGE;HN_WF;B1;295;314;152;NA;95;54.26512491;NA;1;3;2;1;14.38592509;33
BRISONr_223;2019;GGE;HN_WF;B1;295;314;148;NA;90;77.6508876;NA;1;1;1;1;12.22460497;25
BRISONr_99;2019;GGE;HN_WF;B1;295;314;145;NA;90;77.89767613;NA;1;1;1;1;12.43672316;29
BRISONr_47;2019;GGE;HN_NF;B1;295;314;148;NA;90;63.47198272;NA;1;3;2;1;11.93273543;39
BRISONr_59;2019;GGE;HN_NF;B1;295;314;150;NA;90;55.4845443;NA;1;1;5;1;13.34375;32
BRISONr_118;2019;GGE;HN_NF;B1;295;314;150;NA;100;56.14078173;NA;1;1;3;1;13.87104072;35
BRISONr_104;2019;GGE;HN_NF;B1;295;314;148;NA;100;59.08987342;NA;1;2;1;1;13.20711061;33
BRISONr_96;2019;GGE;HN_NF;B1;295;314;150;NA;95;60.15134518;NA;1;1;1;2;13.66024915;38
BRISONr_131;2019;GGE;HN_NF;B1;295;314;149;NA;95;43.86068981;NA;1;1;4;1;15.23072562;40
BRISONr_27;2019;GGE;HN_NF;B1;295;314;150;NA;90;44.93414769;NA;1;1;1;3;14.24288965;20
BRISONr_50;2019;GGE;HN_NF;B1;295;314;150;NA;90;44.96809643;NA;1;1;1;5;14.24774775;40
BRISONr_145;2019;GGE;HN_NF;B1;295;314;150;NA;95;49.41780632;NA;1;1;2;1;14.55331089;49
BRISONr_221;2019;GGE;HN_NF;B1;295;314;150;NA;100;51.81803673;NA;1;1;1;1;13.61758119;43
BRISONr_134;2019;GGE;HN_NF;B1;295;314;146;NA;95;51.75330857;NA;1;1;1;1;14.58558559;53
BRISONr_160;2019;GGE;HN_NF;B1;295;314;152;NA;100;44.2001822;NA;1;1;1;1;15.19239374;41
BRISONr_26;2019;GGE;HN_NF;B1;295;314;148;NA;100;115.9141415;NA;1;2;1;1;13.9023702;31
BRISONr_205;2019;GGE;HN_NF;B1;295;314;143;NA;90;47.81260883;NA;1;1;2;1;13.75813692;36
BRISONr_124;2019;GGE;HN_NF;B1;295;314;149;NA;100;46.79088299;NA;1;1;1;1;15.101359;33
BRISONr_99;2019;GGE;HN_NF;B1;295;314;144;NA;100;58.18952911;NA;1;1;1;1;13.5259887;32
BRISONr_153;2019;GGE;HN_NF;B1;295;314;149;NA;95;50.10793868;NA;1;1;1;1;14.60482063;43
BRISONr_92;2019;GGE;HN_NF;B1;295;314;146;NA;100;53.84561033;NA;1;3;4;1;13.87272727;20
BRISONr_158;2019;GGE;HN_NF;B1;295;314;152;NA;110;40.12438249;NA;1;1;1;1;15.28216704;43
BRISONr_228;2019;GGE;HN_NF;B1;295;314;146;NA;95;68.76359938;NA;1;1;1;1;13.23669309;37
BRISONr_102;2019;GGE;HN_NF;B1;295;314;147;NA;100;54.96347484;NA;1;1;1;1;15.00225734;41
BRISONr_135;2019;GGE;HN_NF;B1;295;314;149;NA;95;43.60301729;NA;1;1;1;3;13.92485876;48
BRISONr_158;2019;GGE;HN_NF;B1;295;314;151;NA;95;38.93085711;NA;1;1;4;1;15.28216704;43
BRISONr_80;2019;GGE;HN_NF;B1;295;314;149;NA;95;60.97771873;NA;1;1;1;1;13.00510204;26
BRISONr_110;2019;GGE;HN_NF;B1;295;314;151;NA;90;44.00925908;NA;1;1;1;4;14.47691441;43
BRISONr_164;2019;GGE;HN_NF;B1;295;314;151;NA;105;41.36771135;NA;1;1;6;1;15.1065389;40
BRISONr_143;2019;GGE;HN_NF;B1;295;314;147;NA;110;52.36905366;NA;1;1;1;3;13.63416009;35
BRISONr_138;2019;GGE;HN_NF;B1;295;314;149;NA;100;46.73096529;NA;1;1;3;1;14.72121896;53
BRISONr_?;2019;GGE;HN_NF;B1;295;314;147;NA;90;67.56615905;NA;1;1;2;1;NA;NA
BRISONr_69;2019;GGE;HN_NF;B1;295;314;149;NA;90;58.28841597;NA;1;1;1;1;13.47565119;22
BRISONr_38;2019;GGE;HN_NF;B1;295;314;148;NA;90;53.49732127;NA;1;1;1;1;13.16105499;35
BRISONr_176;2019;GGE;HN_NF;B1;295;314;146;NA;105;59.18828727;NA;1;1;1;1;13.45715896;43
BRISONr_20;2019;GGE;HN_NF;B1;295;314;151;NA;90;45.32302712;NA;1;1;2;1;13.97131609;35
BRISONr_226;2019;GGE;HN_NF;B1;295;314;145;NA;95;64.20764554;NA;1;1;1;1;13.16141732;25
BRISONr_227;2019;GGE;HN_NF;B1;295;314;147;NA;95;60.60532832;NA;1;1;2;1;12.72916667;33
BRISONr_162;2019;GGE;HN_NF;B1;295;314;152;NA;105;45.84514466;NA;1;1;1;2;14.22078652;34
BRISONr_31;2019;GGE;HN_NF;B1;295;314;151;NA;85;56.19008696;NA;1;2;1;1;12.53776776;22
BRISONr_188;2019;GGE;HN_NF;B1;295;314;146;NA;90;51.15694919;NA;1;1;1;1;14.09796149;40
BRISONr_121;2019;GGE;HN_NF;B1;295;314;145;NA;100;54.3041309;NA;1;1;1;1;14.29006772;38
BRISONr_169;2019;GGE;HN_NF;B1;295;314;146;NA;110;52.75982635;NA;1;1;2;1;13.99603175;32
BRISONr_207;2019;GGE;HN_NF;B1;295;314;145;NA;100;54.44928774;NA;1;1;1;1;13.18940248;40
BRISONr_223;2019;GGE;HN_NF;B1;295;314;148;NA;90;58.89946409;NA;1;1;2;1;12.35722348;26
BRISONr_54;2019;GGE;HN_NF;B1;295;314;147;NA;90;57.34525459;NA;1;1;1;1;13.29322034;32
BRISONr_166;2019;GGE;HN_NF;B1;295;314;149;NA;100;49.91231678;NA;1;2;1;1;14.02542373;24
BRISONr_213;2019;GGE;HN_NF;B1;295;314;147;NA;100;60.03185486;NA;1;3;1;1;13.46327684;32
BRISONr_225;2019;GGE;HN_NF;B1;295;314;147;NA;90;63.28026628;NA;2;1;1;1;13.01862302;44
BRISONr_71;2019;GGE;HN_NF;B1;295;314;147;NA;90;66.88432548;NA;1;1;1;1;13.29481398;30
BRISONr_56;2019;GGE;HN_NF;B1;295;314;149;NA;90;60.1050289;NA;2;1;1;1;13.90022548;42
BRISONr_222;2019;GGE;HN_NF;B1;295;314;150;NA;90;74.44590791;NA;1;1;1;1;12.95213964;43
BRISONr_67;2019;GGE;HN_NF;B1;295;314;147;NA;100;68.7721758;NA;1;3;1;1;12.64949037;25
BRISONr_114;2019;GGE;HN_NF;B1;295;314;151;NA;100;42.3699691;NA;3;1;3;1;15.49659478;33
BRISONr_224;2019;GGE;HN_NF;B1;295;314;147;NA;95;61.66680977;NA;2;1;1;1;14.51295045;45
BRISONr_126;2019;GGE;HN_NF;B1;295;314;148;NA;100;42.57671435;NA;1;1;4;1;16.5303712;33
BRISONr_47;2019;GGE;LN_WF;B1;295;314;146;NA;95;63.91068969;NA;1;2;3;1;8.679316143;20
BRISONr_160;2019;GGE;LN_WF;B1;295;314;152;NA;100;58.06736856;NA;2;1;1;1;8.53098434;15
BRISONr_38;2019;GGE;LN_WF;B1;295;314;148;NA;90;65.95728778;NA;1;1;2;1;7.924242424;15
BRISONr_188;2019;GGE;LN_WF;B1;295;314;146;NA;80;53.48487709;NA;2;1;1;1;8.460985277;17
BRISONr_?;2019;GGE;LN_WF;B1;295;314;147;NA;85;69.15975227;NA;1;1;1;1;NA;NA
BRISONr_227;2019;GGE;LN_WF;B1;295;314;146;NA;80;68.25716759;NA;1;1;1;1;7.422128378;11
BRISONr_118;2019;GGE;LN_WF;B1;295;314;147;NA;90;61.08425807;NA;2;1;1;1;8.155486425;12
BRISONr_56;2019;GGE;LN_WF;B1;295;314;148;NA;85;60.23859079;NA;1;2;1;1;7.69199549;14
BRISONr_121;2019;GGE;LN_WF;B1;295;314;147;NA;100;53.53068539;NA;2;1;1;1;8.307110609;14
BRISONr_59;2019;GGE;LN_WF;B1;295;314;149;NA;85;63.151474640000004;NA;1;1;2;1;7.778465909;12
BRISONr_221;2019;GGE;LN_WF;B1;295;314;149;NA;85;56.97871628;NA;1;1;1;1;7.40699888;17
BRISONr_207;2019;GGE;LN_WF;B1;295;314;144;NA;80;59.09004114;NA;1;1;3;1;8.451409245;15
BRISONr_205;2019;GGE;LN_WF;B1;295;314;143;NA;90;52.88503346;NA;3;1;4;1;8.678114478;14
BRISONr_226;2019;GGE;LN_WF;B1;295;314;143;NA;85;65.56228236;NA;1;1;1;3;7.956411699;12
BRISONr_145;2019;GGE;LN_WF;B1;295;314;149;NA;95;55.95897818;NA;1;1;1;3;8.527946128;17
BRISONr_131;2019;GGE;LN_WF;B1;295;314;148;NA;100;51.50541671;NA;2;1;2;1;8.488888889;10
BRISONr_164;2019;GGE;LN_WF;B1;295;314;149;NA;100;52.74016539;NA;2;1;3;1;9.256651635;11
BRISONr_153;2019;GGE;LN_WF;B1;295;314;148;NA;100;53.60658162;NA;3;1;1;1;8.657735426;18
BRISONr_26;2019;GGE;LN_WF;B1;295;314;147;NA;100;57.1379536;NA;2;1;3;1;8.479740406;13
BRISONr_27;2019;GGE;LN_WF;B1;295;314;147;NA;80;53.85204491;NA;1;1;1;2;8.74476678;5
BRISONr_225;2019;GGE;LN_WF;B1;295;314;146;NA;85;64.37866199;NA;3;1;1;2;7.832562077;14
BRISONr_135;2019;GGE;LN_WF;B1;295;314;147;NA;90;53.27012179;NA;1;1;3;1;9.152711864;20
BRISONr_50;2019;GGE;LN_WF;B1;295;314;148;NA;90;57.42656373;NA;2;1;1;1;8.495551802;15
BRISONr_158;2019;GGE;LN_WF;B1;295;314;149;NA;95;56.61727235;NA;2;1;1;1;9.879909707;15
BRISONr_96;2019;GGE;LN_WF;B1;295;314;149;NA;90;62.83099615;NA;1;1;1;1;8.671574179;16
BRISONr_104;2019;GGE;LN_WF;B1;295;314;148;NA;90;60.41573737;NA;1;3;1;3;8.029853273;12
BRISONr_110;2019;GGE;LN_WF;B1;295;314;151;NA;90;56.22791421;NA;2;1;1;1;8.853997748;19
BRISONr_166;2019;GGE;LN_WF;B1;295;314;150;NA;100;58.21478955;NA;1;1;1;1;8.531694915;9
BRISONr_71;2019;GGE;LN_WF;B1;295;314;148;NA;85;61.40864511;NA;2;1;2;1;9.390868095;16
BRISONr_162;2019;GGE;LN_WF;B1;295;314;151;NA;100;55.79419688;NA;1;1;1;1;8.307022472;12
BRISONr_67;2019;GGE;LN_WF;B1;295;314;146;NA;90;70.13187786;NA;2;1;1;1;7.675368063;7
BRISONr_158;2019;GGE;LN_WF;B1;295;314;152;NA;105;56.93762426;NA;1;2;1;2;9.879909707;15
BRISONr_138;2019;GGE;LN_WF;B1;295;314;150;NA;100;57.59053345;NA;1;1;1;1;8.398758465;15
BRISONr_114;2019;GGE;LN_WF;B1;295;314;151;NA;90;58.18976395;NA;1;2;1;1;8.549318956;8
BRISONr_99;2019;GGE;LN_WF;B1;295;314;146;NA;85;65.1189825;NA;1;3;1;1;8.215028249;15
BRISONr_102;2019;GGE;LN_WF;B1;295;314;148;NA;90;57.8439301;NA;1;1;1;2;8.400733634;15
BRISONr_92;2019;GGE;LN_WF;B1;295;314;148;NA;90;65.62718843;NA;1;2;1;1;8.082329545;3
BRISONr_222;2019;GGE;LN_WF;B1;295;314;149;NA;80;65.90077803;NA;1;1;1;1;8.367905405;20
BRISONr_80;2019;GGE;LN_WF;B1;295;314;149;NA;85;71.47909184;NA;1;2;1;1;8.536337868;4
BRISONr_31;2019;GGE;LN_WF;B1;295;314;150;NA;80;66.79616674;NA;1;2;1;1;8.100676437;11
BRISONr_228;2019;GGE;LN_WF;B1;295;314;147;NA;90;127.8435043;NA;2;1;1;1;8.370328426;15
BRISONr_143;2019;GGE;LN_WF;B1;295;314;146;NA;95;59.15819576;NA;2;1;1;1;8.5425028180000009;14
BRISONr_20;2019;GGE;LN_WF;B1;295;314;148;NA;80;49.06707696;NA;1;1;2;1;8.075421822;15
BRISONr_54;2019;GGE;LN_WF;B1;295;314;147;NA;80;61.80959495;NA;1;2;1;2;8.314689266;15
BRISONr_169;2019;GGE;LN_WF;B1;295;314;147;NA;100;54.34640011;NA;2;2;1;1;8.565589569;9
BRISONr_213;2019;GGE;LN_WF;B1;295;314;147;NA;90;56.82568981;NA;1;2;1;1;8.207570621;13
BRISONr_126;2019;GGE;LN_WF;B1;295;314;148;NA;90;48.2668695;NA;2;1;1;1;8.407986502;10
BRISONr_69;2019;GGE;LN_WF;B1;295;314;149;NA;85;58.62059361;NA;1;1;1;1;7.94195923;5
BRISONr_223;2019;GGE;LN_WF;B1;295;314;147;NA;90;63.64219652;NA;1;1;1;1;7.403837472;10
BRISONr_224;2019;GGE;LN_WF;B1;295;314;146;NA;80;53.36237088;NA;3;2;1;1;8.256475225;16
BRISONr_176;2019;GGE;LN_WF;B1;295;314;145;NA;100;64.41765815;NA;3;3;1;1;8.04470124;15
BRISONr_134;2019;GGE;LN_WF;B1;295;314;145;NA;85;35.78614972;NA;2;1;3;1;16.71790541;53
BRISONr_124;2019;GGE;LN_WF;B1;295;314;149;NA;90;56.69913889;NA;1;2;1;1;7.995696489;12
BRISONr_69;2019;GGE;LN_NF;B1;295;314;149;NA;90;62.10624751;NA;1;1;1;1;8.093431484;5
BRISONr_47;2019;GGE;LN_NF;B1;295;314;148;NA;85;58.70012201;NA;3;2;1;1;15.03139013;56
BRISONr_228;2019;GGE;LN_NF;B1;295;314;147;NA;85;61.61406042;NA;1;2;1;1;8.844677237;15
BRISONr_153;2019;GGE;LN_NF;B1;295;314;148;NA;100;47.1551016;NA;1;1;1;1;8.9603699550000009;19
BRISONr_131;2019;GGE;LN_NF;B1;295;314;148;NA;90;45.39383227;NA;2;2;1;1;9.131746032;12
BRISONr_99;2019;GGE;LN_NF;B1;295;314;146;NA;90;56.39298066;NA;2;1;1;1;9.217118644;13
BRISONr_162;2019;GGE;LN_NF;B1;295;314;151;NA;95;42.09141938;NA;2;3;1;1;8.89;13
BRISONr_50;2019;GGE;LN_NF;B1;295;314;148;NA;80;48.82822983;NA;1;2;1;2;8.943975225;17
BRISONr_56;2019;GGE;LN_NF;B1;295;314;148;NA;80;62.37981017;NA;1;3;1;1;8.72361894;20
BRISONr_26;2019;GGE;LN_NF;B1;295;314;147;NA;95;54.37146;NA;1;2;1;1;9.72037246;18
BRISONr_213;2019;GGE;LN_NF;B1;295;314;146;NA;90;54.89741118;NA;1;2;1;1;8.562033898;15
BRISONr_59;2019;GGE;LN_NF;B1;295;314;149;NA;85;51.57039376;NA;1;2;1;3;8.106818182;11
BRISONr_143;2019;GGE;LN_NF;B1;295;314;147;NA;95;121.059701;NA;1;2;1;1;8.429312289;14
BRISONr_38;2019;GGE;LN_NF;B1;295;314;147;NA;85;57.39721116;NA;2;2;1;1;8.378170595;15
BRISONr_226;2019;GGE;LN_NF;B1;295;314;145;NA;85;61.1703013;NA;2;1;1;2;7.932339708;11
BRISONr_158;2019;GGE;LN_NF;B1;295;314;152;NA;100;47.55938896;NA;2;1;2;1;9.317776524;15
BRISONr_158;2019;GGE;LN_NF;B1;295;314;150;NA;90;43.74887176;NA;3;1;1;2;9.317776524;15
BRISONr_20;2019;GGE;LN_NF;B1;295;314;150;NA;80;50.47420661;NA;1;2;1;1;8.794544432;16
BRISONr_67;2019;GGE;LN_NF;B1;295;314;148;NA;80;62.19605524;NA;1;2;1;1;7.843714609;7
BRISONr_164;2019;GGE;LN_NF;B1;295;314;149;NA;95;47.85000148;NA;2;1;2;3;9.09994363;12
BRISONr_223;2019;GGE;LN_NF;B1;295;314;148;NA;85;NA;NA;1;2;1;2;7.723137698;11
BRISONr_27;2019;GGE;LN_NF;B1;295;314;148;NA;85;49.46110624;NA;1;2;4;1;9.608020478;8
BRISONr_80;2019;GGE;LN_NF;B1;295;314;148;NA;85;63.2504968;NA;1;1;1;1;8.300283447;7
BRISONr_121;2019;GGE;LN_NF;B1;295;314;147;NA;90;52.09983326;NA;1;1;1;1;8.76969526;16
BRISONr_92;2019;GGE;LN_NF;B1;295;314;148;NA;85;58.88256163;NA;1;1;2;1;8.807840909;5
BRISONr_71;2019;GGE;LN_NF;B1;295;314;148;NA;80;53.86854875;NA;1;1;1;1;8.460146561;14
BRISONr_135;2019;GGE;LN_NF;B1;295;314;148;NA;85;47.67466819;NA;1;2;2;1;9.208135593;22
BRISONr_134;2019;GGE;LN_NF;B1;295;314;148;NA;85;57.66684769;NA;2;1;1;1;9.632488739;23
BRISONr_176;2019;GGE;LN_NF;B1;295;314;147;NA;95;33.58292173;NA;1;1;1;2;8.808850056;20
BRISONr_227;2019;GGE;LN_NF;B1;295;314;147;NA;85;65.10108665;NA;1;1;1;2;8.825168919;15
BRISONr_207;2019;GGE;LN_NF;B1;295;314;146;NA;80;52.20819766;NA;3;1;1;3;8.321307779;17
BRISONr_166;2019;GGE;LN_NF;B1;295;314;149;NA;100;52.77172039;NA;2;1;1;1;8.663898305;9
BRISONr_?;2019;GGE;LN_NF;B1;295;314;148;NA;85;62.72441106;NA;1;1;1;1;NA;NA
BRISONr_114;2019;GGE;LN_NF;B1;295;314;151;NA;90;48.34860829;NA;1;2;1;3;9.165323496;9
BRISONr_96;2019;GGE;LN_NF;B1;295;314;150;NA;80;54.15719623;NA;3;2;1;1;8.899150623;15
BRISONr_104;2019;GGE;LN_NF;B1;295;314;148;NA;90;58.07446421;NA;1;2;1;1;8.438318284;13
BRISONr_138;2019;GGE;LN_NF;B1;295;314;150;NA;90;52.55631215;NA;1;2;1;2;8.205417607;17
BRISONr_110;2019;GGE;LN_NF;B1;295;314;149;NA;90;50.68479351;NA;2;1;1;1;8.466103604;15
BRISONr_102;2019;GGE;LN_NF;B1;295;314;148;NA;90;57.10167941;NA;1;1;1;5;8.669413093;16
BRISONr_124;2019;GGE;LN_NF;B1;295;314;147;NA;90;53.93119193;NA;1;1;1;1;8.157757644;12
BRISONr_221;2019;GGE;LN_NF;B1;295;314;147;NA;90;56.44047886;NA;2;2;1;1;8.035554311;17
BRISONr_205;2019;GGE;LN_NF;B1;295;314;144;NA;90;49.66309141;NA;1;1;2;1;8.870314254;16
BRISONr_118;2019;GGE;LN_NF;B1;295;314;146;NA;90;52.81956407;NA;1;1;4;2;8.741968326;13
BRISONr_126;2019;GGE;LN_NF;B1;295;314;146;NA;90;47.63205029;NA;2;1;1;2;9.301968504;13
BRISONr_224;2019;GGE;LN_NF;B1;295;314;146;NA;80;52.13087656;NA;1;2;1;1;8.519650901;17
BRISONr_188;2019;GGE;LN_NF;B1;295;314;145;NA;80;49.49353854;NA;1;1;1;2;8.821857305;20
BRISONr_145;2019;GGE;LN_NF;B1;295;314;148;NA;90;55.60885993;NA;1;2;1;1;8.671492705;16
BRISONr_31;2019;GGE;LN_NF;B1;295;314;149;NA;80;58.06563055;NA;1;2;1;1;8.242446449;12
BRISONr_169;2019;GGE;LN_NF;B1;295;314;146;NA;100;56.28621956;NA;1;1;1;1;8.378117914;9
BRISONr_225;2019;GGE;LN_NF;B1;295;314;146;NA;90;58.59409225;NA;1;1;1;1;8.131038375;19
BRISONr_222;2019;GGE;LN_NF;B1;295;314;149;NA;85;63.54796339;NA;1;1;1;1;8.145608108;20
BRISONr_54;2019;GGE;LN_NF;B1;295;314;147;NA;90;58.34813438;NA;1;1;1;3;8.800564972;14
BRISONr_160;2019;GGE;LN_NF;B1;295;314;152;NA;90;51.75900934;NA;2;1;3;1;8.863143177;18
BRISONr_145;2019;GGE;HN_WF_DD;B1;295;314;147;NA;90;47.39363138;NA;1;1;1;2;17.73400673;47
BRISONr_104;2019;GGE;HN_WF_DD;B1;295;314;145;NA;95;NA;NA;1;2;1;1;17.32562077;43
BRISONr_134;2019;GGE;HN_WF_DD;B1;295;314;144;NA;95;44.25391789;NA;2;2;1;1;16.92004505;53
BRISONr_160;2019;GGE;HN_WF_DD;B1;295;314;150;NA;85;38.2332113;NA;1;2;2;1;16.86017897;41
BRISONr_?;2019;GGE;HN_WF_DD;B1;295;314;145;NA;85;48.19382947;NA;1;1;2;1;NA;NA
BRISONr_224;2019;GGE;HN_WF_DD;B1;295;314;146;NA;85;48.29287714;NA;3;1;1;1;16.60191441;43
BRISONr_221;2019;GGE;HN_WF_DD;B1;295;314;147;NA;90;45.26269291;NA;1;1;2;1;16.25643897;50
BRISONr_54;2019;GGE;HN_WF_DD;B1;295;314;147;NA;90;48.15845207;NA;1;1;2;1;15.64293785;38
BRISONr_131;2019;GGE;HN_WF_DD;B1;295;314;146;NA;95;41.35264272;NA;1;2;2;1;17.15589569;48
BRISONr_56;2019;GGE;HN_WF_DD;B1;295;314;147;NA;80;42.113329;NA;1;1;1;1;17.41488162;60
BRISONr_164;2019;GGE;HN_WF_DD;B1;295;314;147;NA;100;40.42116053;NA;2;1;2;1;18.10766629;51
BRISONr_222;2019;GGE;HN_WF_DD;B1;295;314;147;NA;85;49.00920348;NA;3;1;1;1;15.70157658;62
BRISONr_69;2019;GGE;HN_WF_DD;B1;295;314;148;NA;90;47.49267174;NA;3;1;1;1;15.82955832;29
BRISONr_38;2019;GGE;HN_WF_DD;B1;295;314;145;NA;85;46.692594;NA;1;1;1;1;15.41414141;43
BRISONr_67;2019;GGE;HN_WF_DD;B1;295;314;145;NA;85;51.66164468;NA;1;1;2;1;15.52718007;35
BRISONr_213;2019;GGE;HN_WF_DD;B1;295;314;144;NA;95;46.78212888;NA;1;1;3;1;16.23220339;50
BRISONr_135;2019;GGE;HN_WF_DD;B1;295;314;146;NA;100;45.30866941;NA;1;2;1;3;15.59265537;58
BRISONr_99;2019;GGE;HN_WF_DD;B1;295;314;144;NA;100;53.99879776;NA;1;2;3;1;14.8559322;40
BRISONr_59;2019;GGE;HN_WF_DD;B1;295;314;148;NA;85;50.53466054;NA;1;2;3;1;15.37613636;37
BRISONr_121;2019;GGE;HN_WF_DD;B1;295;314;144;NA;95;48.48570548;NA;1;2;2;1;16.10553047;42
BRISONr_227;2019;GGE;HN_WF_DD;B1;295;314;145;NA;90;59.3667053;NA;3;1;2;1;14.4527027;40
BRISONr_126;2019;GGE;HN_WF_DD;B1;295;314;148;NA;100;53.03142347;NA;1;1;2;1;15.25815523;34
BRISONr_50;2019;GGE;HN_WF_DD;B1;295;314;149;NA;85;50.39929045;NA;1;1;1;2;16.08727477;50
BRISONr_188;2019;GGE;HN_WF_DD;B1;295;314;145;NA;90;44.60546104;NA;1;2;1;1;16.18459796;48
BRISONr_138;2019;GGE;HN_WF_DD;B1;295;314;149;NA;100;50.89184394;NA;1;2;2;1;16.11399549;66
BRISONr_96;2019;GGE;HN_WF_DD;B1;295;314;147;NA;95;48.5178568;NA;1;1;1;1;14.51415629;45
BRISONr_205;2019;GGE;HN_WF_DD;B1;295;314;143;NA;95;47.59045956;NA;3;3;1;1;14.87710438;40
BRISONr_26;2019;GGE;HN_WF_DD;B1;295;314;147;NA;100;51.40761896;NA;2;1;1;1;15.58069977;40
BRISONr_114;2019;GGE;HN_WF_DD;B1;295;314;151;NA;90;38.32927118;NA;1;2;4;1;17.78830874;42
BRISONr_31;2019;GGE;HN_WF_DD;B1;295;314;150;NA;85;47.29580255;NA;1;1;3;1;15.52480271;27
BRISONr_158;2019;GGE;HN_WF_DD;B1;295;314;149;NA;100;37.12893015;NA;2;1;1;1;17.88544018;44
BRISONr_153;2019;GGE;HN_WF_DD;B1;295;314;147;NA;100;38.86536635;NA;1;1;1;1;15.82903587;41
BRISONr_102;2019;GGE;HN_WF_DD;B1;295;314;145;NA;100;47.8832339;NA;1;1;1;1;15.38656885;46
BRISONr_223;2019;GGE;HN_WF_DD;B1;295;314;147;NA;95;51.62617834;NA;2;1;1;1;14.17042889;31
BRISONr_228;2019;GGE;HN_WF_DD;B1;295;314;144;NA;95;56.89355949;NA;1;1;2;1;14.78822197;46
